Time [s],Pos ECEF X [m],Pos ECEF Y [m],Pos ECEF Z [m],Latitude [deg],Longitude [deg],Altitude [m],Vel ECEF X [m/s],Vel ECEF Y [m/s],Vel ECEF Z [m/s],Vel N [m/s],Vel E [m/s],Vel D [m/s],Roll [deg],Pitch [deg],Yaw [deg]
113,6378138.42036639,407.155486605779,349.644097650053,0.0031620737788091,0.00365753914683438,1.44301018380137,-0.00579728081606978,-0.233517177246611,3.94612248875805,3.94612280351503,-0.233516806695012,0.00559440665135159,0,0.00261984950699541,-8.01473265835156
114,6378136.89819344,406.741903820541,353.969662544023,0.00320119362759003,0.00365382474230717,-0.078948948824014,-0.0027722685283349,-0.97470690565193,3.9180296135565,3.91802976580453,-0.974706726878883,0.00261552114009905,0,0.00249277328193042,-10.2858004254069
115,6378137.81174112,402.211361874916,356.616465935487,0.00322513004493362,0.00361312567355821,0.834459845848973,-0.0347369171718985,-1.01419943447913,3.86815427099282,3.86815622377593,-1.01419724191993,0.0345831383468271,0,0.00234932088626432,-12.7162840818661
116,6378138.68166015,408.010808790871,360.049541378873,0.0032561772799323,0.0036652224848556,1.70494141162746,0.146627757309448,-0.849993988968573,3.63783735205818,3.63782901626946,-0.850003367036387,-0.14678012447457,0,0.00218874998476836,-15.3081277619201
117,6378136.28105247,400.839524225227,363.281162464789,0.0032854043118653,0.00360080311205135,-0.695936504368422,-0.202707569876317,-1.00527783867764,3.63877846816573,3.63879008928581,-1.00526509735883,0.202562095061213,0,0.002010548599866,-18.0611946428354
118,6378133.89853449,401.629193996595,368.231172596141,0.00333017194976969,0.00360789818478382,-3.0781190206656,0.190816050276145,-1.60359618905315,3.38720852724933,3.38719743669784,-1.60360820150377,-0.190911944510542,0,0.00181452867546038,-20.9726613977375
119,6378137.80320527,396.796077359867,372.852304765005,0.00337196200077582,0.00356447935623333,0.826519513784202,0.205534966497273,-1.67012431924054,3.17668077986041,3.17666868436317,-1.67013710272953,-0.205618017641452,0,0.00160092526718834,-24.0364185547931
120,6378138.33291605,399.265711166975,374.745146241695,0.00338907999563026,0.0035866641534281,1.35649608960168,-0.0664604525867261,-1.7459322176854,3.13137557972437,3.13137951188708,-1.74592805390013,0.0663845233646277,0,0.00137049119697455,-27.2425420995717
121,6378138.26379625,399.836158411699,376.909201236599,0.00340865108141427,0.00359178860604845,1.28754039571918,-0.0723851465415457,-1.92649599417398,3.07120414688066,3.07120845498098,-1.9264914526696,0.072323202843346,0,0.00112457315622434,-30.5769181710348
122,6378136.78081455,398.723465721441,380.721046590684,0.00344312504623422,0.00358179395236965,-0.195283031315418,0.106890047847458,-1.94801448341095,2.91838699342974,2.91838057204186,-1.9480211617394,-0.106943646242798,0,0.000865152887798419,-34.0211092113946
123,6378136.17810036,393.630960892445,382.339621072388,0.00345776326935677,0.00353604753589622,-0.79821606632926,-0.138129560347282,-2.38336829884543,2.77800179442729,2.77801013427503,-2.38335976954788,0.138109000395474,0,0.000594837760884331,-37.5525395986861
